direct_wordnet_100_labels_custom_Unaugmented_apparel,apparel,oob_network_eval,custom,Unaugmented,0,460,96.34992019299898,0.7913043478260869,0.0,364,0,96,0
transfer_net_custom_Unaugmented_apparel,apparel,Transfer Network,custom,Unaugmented,5166,460,1217.9032030390008,0.9260869565217391,0.8229166666666666,347,17,17,79
indirect_wordnet_v3_50_labels_custom_Unaugmented_apparel,apparel,oob_network_eval,custom,Unaugmented,5166,460,1410.114925801001,0.658695652173913,0.5109034267912773,221,143,14,82
