wordnet_direct_car,car,Transfer Network,custom,no,0,10,0.4,0.5714285714285715,0,6,0,4
wordnet_direct_car,car,Transfer Network,custom,no,0,10,0.4,0.5714285714285715,0,6,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,10,0.4,0.5714285714285715,0,6,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,10,0.4,0.5714285714285715,0,6,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,10,0.4,0.5714285714285715,0,6,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
transfer_net_custom_Unaugmented_car,car,Transfer Network,custom,no,20,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.4,0.5714285714285715,0,3,0,2
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.6,0.7499999999999999,0,2,0,3
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
transfer_net_custom_Unaugmented_car,car,Transfer Network,custom,no,20,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
direct_wordnet_100_labels_custom_Unaugmented_car,car,Transfer Network,custom,no,0,5,0.8,0.888888888888889,0,1,0,4
