params,run_time,val_loss,val_accuracy,train_loss,train_accuracy,train_f1
"{'activation_fn': 'relu', 'conv_filters': 23.0, 'conv_layers': 8.0, 'conv_stride': 1.0, 'dense_layers': 2.0, 'dense_neurons': 20.0, 'dropout_rate_dense': 0.662558602690826, 'kernel_size': 2.0, 'learning_rate': 0.0004244986884443415, 'pool_size': 2.0, 'pool_stride': 2.0}",169.399304304,0.6504191160202026,0.7250000238418579,0.719616836309433,0.679296875,0.8573029160499572
"{'activation_fn': 'relu', 'conv_filters': 73.0, 'conv_layers': 6.0, 'conv_stride': 1.0, 'dense_layers': 3.0, 'dense_neurons': 9.0, 'dropout_rate_dense': 0.813556538245506, 'kernel_size': 1.0, 'learning_rate': 0.00033762014425420175, 'pool_size': 2.0, 'pool_stride': 2.0}",207.98588275200063,0.6374040246009827,0.7250000238418579,0.8013046145439148,0.725,0.8552108407020569
