activation_fn,0
conv_filters,73.0
conv_layers,6.0
conv_stride,1.0
dense_layers,3.0
dense_neurons,9.0
dropout_rate_dense,0.813556538245506
kernel_size,1.0
learning_rate,0.00033762014425420175
pool_size,2.0
pool_stride,2.0
